Id	Cluster	Interpretation	Family
156293	29	Fuel gas	Combustion
156295	23	Resistence	Transmitter
156340	17	Primary vent	Compressor
156342	11	Out of normal range	Monitoring
156372	2	Acquisition loop	Monitoring
156350	16	ABAL system	Combustion
156382	33	Inlet pressure	Air
156351	24	Temperature	Bearing
156359	4	Unrealistic trend	Monitoring
156391	30	Temperature	Turbine
156377	2	Acquisition loop	Monitoring
156347	13	Lean/Lean mode	Combustion
156408	35	Supply temperature	Oil
156356	29	Fuel gas	Combustion
156355	12	Discharge temperature	Compressor
156421	21	Gas	Turbine
156385	2	Acquisition loop	Monitoring
156387	2	Acquisition loop	Monitoring
156397	4	Unrealistic trend	Monitoring
156410	32	Consumption	Oil
156384	9	High standard deviation	Monitoring
156419	28	Flame	Combustion
156453	4	Unrealistic trend	Monitoring
156456	29	Fuel gas	Combustion
156480	28	Flame	Combustion
156446	1	Vibration	Turbine
156450	16	ABAL system	Combustion
156452	14	Tank level	OIl
156481	30	Temperature	Turbine
156534	4	Unrealistic trend	Monitoring
156495	14	Tank level	OIl
156504	14	Tank level	OIl
156491	28	Flame	Combustion
156471	14	Tank level	OIl
156591	35	Supply temperature	Oil
156558	2	Acquisition loop	Monitoring
156582	17	Primary vent	Compressor
156543	21	Gas	Turbine
156569	4	Unrealistic trend	Monitoring
156570	6	Antisurge	Valve
156575	4	Unrealistic trend	Monitoring
156567	2	Acquisition loop	Monitoring
156604	9	High standard deviation	Monitoring
156541	35	Supply temperature	Oil
156562	23	Resistence	Transmitter
156588	1	Vibration	Turbine
156596	9	High standard deviation	Monitoring
156628	8	Mineral oil filter pressure	Oil
156644	29	Fuel gas	Combustion
156630	31	Significantly different	Monitoring
156614	30	Temperature	Turbine
156667	9	High standard deviation	Monitoring
156677	26	Gas	Seal
156696	7	Sump/Scavange	Oil
156687	4	Unrealistic trend	Monitoring
156707	2	Acquisition loop	Monitoring
156642	24	Temperature	Bearing
156659	7	Sump/Scavange	Oil
156664	34	Bleed	Valve
156654	9	High standard deviation	Monitoring
156708	8	Mineral oil filter pressure	Oil
156660	30	Temperature	Turbine
156666	29	Fuel gas	Combustion
156718	14	Tank level	OIl
156684	2	Acquisition loop	Monitoring
156680	33	Inlet pressure	Air
156724	11	Out of normal range	Monitoring
156752	29	Fuel gas	Combustion
156753	19	 Exhaust thermocouple	Turbine
156725	16	ABAL system	Combustion
156722	7	Sump/Scavange	Oil
156731	35	Supply temperature	Oil
156796	32	Consumption	Oil
156801	21	Gas	Turbine
156758	23	Resistence	Transmitter
156781	34	Bleed	Valve
156805	4	Unrealistic trend	Monitoring
156787	4	Unrealistic trend	Monitoring
156793	4	Unrealistic trend	Monitoring
156794	19	 Exhaust thermocouple	Turbine
156769	4	Unrealistic trend	Monitoring
156843	30	Temperature	Turbine
156853	4	Unrealistic trend	Monitoring
156860	9	High standard deviation	Monitoring
156856	8	Mineral oil filter pressure	Oil
156857	9	High standard deviation	Monitoring
156835	35	Supply temperature	Oil
156889	2	Acquisition loop	Monitoring
156866	19	 Exhaust thermocouple	Turbine
156852	30	Temperature	Turbine
156908	7	Sump/Scavange	Oil
156922	1	Vibration	Turbine
156869	23	Resistence	Transmitter
156903	14	Tank level	OIl
156870	31	Significantly different	Monitoring
156894	4	Unrealistic trend	Monitoring
156930	34	Bleed	Valve
156929	4	Unrealistic trend	Monitoring
156878	35	Supply temperature	Oil
157269	24	Temperature	Bearing
156962	11	Out of normal range	Monitoring
156974	17	Primary vent	Compressor
156963	25	Tank pressure	Oil
156943	27	Damage	Bearing
156944	2	Acquisition loop	Monitoring
156977	5	Speed shaft	GearBox
156941	4	Unrealistic trend	Monitoring
156959	24	Temperature	Bearing
156956	21	Gas	Turbine
156961	16	ABAL system	Combustion
156987	24	Temperature	Bearing
156971	28	Flame	Combustion
156988	4	Unrealistic trend	Monitoring
156955	27	Damage	Bearing
156993	4	Unrealistic trend	Monitoring
156995	4	Unrealistic trend	Monitoring
157026	28	Flame	Combustion
156945	32	Consumption	Oil
156992	30	Temperature	Turbine
156965	30	Temperature	Turbine
156973	31	Significantly different	Monitoring
156986	4	Unrealistic trend	Monitoring
156978	9	High standard deviation	Monitoring
156991	4	Unrealistic trend	Monitoring
157005	3	Header temperature	Oil
157013	35	Supply temperature	Oil
157008	11	Out of normal range	Monitoring
157049	14	Tank level	OIl
157042	22	Filter	Air
157027	2	Acquisition loop	Monitoring
157028	5	Speed shaft	GearBox
157029	2	Acquisition loop	Monitoring
157024	30	Temperature	Turbine
157025	16	ABAL system	Combustion
157048	9	High standard deviation	Monitoring
157077	4	Unrealistic trend	Monitoring
157068	2	Acquisition loop	Monitoring
157081	2	Acquisition loop	Monitoring
157101	2	Acquisition loop	Monitoring
157088	3	Header temperature	Oil
157116	21	Gas	Turbine
157099	34	Bleed	Valve
157105	9	High standard deviation	Monitoring
157558	2	Acquisition loop	Monitoring
157559	24	Temperature	Bearing
157158	21	Gas	Turbine
157137	25	Tank pressure	Oil
157146	4	Unrealistic trend	Monitoring
157152	4	Unrealistic trend	Monitoring
157154	25	Tank pressure	Oil
157123	21	Gas	Turbine
157131	24	Temperature	Bearing
157147	14	Tank level	OIl
157206	30	Temperature	Turbine
157199	7	Sump/Scavange	Oil
157170	9	High standard deviation	Monitoring
157179	9	High standard deviation	Monitoring
157165	7	Sump/Scavange	Oil
157166	30	Temperature	Turbine
157225	9	High standard deviation	Monitoring
157265	18	Ventilation	Turbine
157293	32	Consumption	Oil
157281	9	High standard deviation	Monitoring
157239	22	Filter	Air
157294	4	Unrealistic trend	Monitoring
157221	16	ABAL system	Combustion
157275	4	Unrealistic trend	Monitoring
157264	23	Resistence	Transmitter
157282	14	Tank level	OIl
157267	7	Sump/Scavange	Oil
157270	18	Ventilation	Turbine
157306	18	Ventilation	Turbine
157301	7	Sump/Scavange	Oil
157356	4	Unrealistic trend	Monitoring
157362	2	Acquisition loop	Monitoring
157361	30	Temperature	Turbine
157385	9	High standard deviation	Monitoring
157394	3	Header temperature	Oil
157400	14	Tank level	OIl
155558	24	Temperature	Bearing
157342	7	Sump/Scavange	Oil
157392	4	Unrealistic trend	Monitoring
157416	29	Fuel gas	Combustion
157390	21	Gas	Turbine
157409	26	Gas	Seal
157455	31	Significantly different	Monitoring
157461	9	High standard deviation	Monitoring
157446	5	Speed shaft	GearBox
157465	30	Temperature	Turbine
157433	4	Unrealistic trend	Monitoring
157437	25	Tank pressure	Oil
157451	4	Unrealistic trend	Monitoring
157469	9	High standard deviation	Monitoring
157454	13	Lean/Lean mode	Combustion
157531	23	Resistence	Transmitter
157495	9	High standard deviation	Monitoring
157530	4	Unrealistic trend	Monitoring
157550	3	Header temperature	Oil
157537	27	Damage	Bearing
157525	13	Lean/Lean mode	Combustion
157518	29	Fuel gas	Combustion
157592	21	Gas	Turbine
157556	16	ABAL system	Combustion
157516	32	Consumption	Oil
157560	2	Acquisition loop	Monitoring
157605	27	Damage	Bearing
157579	32	Consumption	Oil
157609	3	Header temperature	Oil
157588	9	High standard deviation	Monitoring
157598	26	Gas	Seal
157549	34	Bleed	Valve
157545	9	High standard deviation	Monitoring
157590	13	Lean/Lean mode	Combustion
157582	29	Fuel gas	Combustion
157576	22	Filter	Air
157586	29	Fuel gas	Combustion
157651	9	High standard deviation	Monitoring
157663	1	Vibration	Turbine
157647	30	Temperature	Turbine
157689	16	ABAL system	Combustion
157681	34	Bleed	Valve
157654	23	Resistence	Transmitter
157672	30	Temperature	Turbine
157692	9	High standard deviation	Monitoring
157682	2	Acquisition loop	Monitoring
157675	4	Unrealistic trend	Monitoring
157707	21	Gas	Turbine
157701	4	Unrealistic trend	Monitoring
157678	18	Ventilation	Turbine
157671	16	ABAL system	Combustion
157687	35	Supply temperature	Oil
157657	4	Unrealistic trend	Monitoring
157717	21	Gas	Turbine
157665	9	High standard deviation	Monitoring
157704	9	High standard deviation	Monitoring
157723	34	Bleed	Valve
157733	31	Significantly different	Monitoring
157755	11	Out of normal range	Monitoring
157752	9	High standard deviation	Monitoring
157735	14	Tank level	OIl
157813	21	Gas	Turbine
157759	4	Unrealistic trend	Monitoring
157817	35	Supply temperature	Oil
157844	9	High standard deviation	Monitoring
157822	27	Damage	Bearing
157739	30	Temperature	Turbine
157821	2	Acquisition loop	Monitoring
157818	11	Out of normal range	Monitoring
157802	1	Vibration	Turbine
157871	29	Fuel gas	Combustion
157856	19	 Exhaust thermocouple	Turbine
157878	16	ABAL system	Combustion
157875	4	Unrealistic trend	Monitoring
157846	9	High standard deviation	Monitoring
157923	29	Fuel gas	Combustion
157899	18	Ventilation	Turbine
157889	7	Sump/Scavange	Oil
157884	11	Out of normal range	Monitoring
157915	2	Acquisition loop	Monitoring
157949	14	Tank level	OIl
158013	27	Damage	Bearing
157935	35	Supply temperature	Oil
157956	2	Acquisition loop	Monitoring
157934	29	Fuel gas	Combustion
157991	2	Acquisition loop	Monitoring
158007	22	Filter	Air
157953	3	Header temperature	Oil
158008	21	Gas	Turbine
158020	10	Drive end	Compressor
157943	14	Tank level	OIl
157955	34	Bleed	Valve
157950	35	Supply temperature	Oil
158023	3	Header temperature	Oil
157970	2	Acquisition loop	Monitoring
157996	9	High standard deviation	Monitoring
158005	6	Antisurge	Valve
157992	15	Speed	Clutch
158496	29	Fuel gas	Combustion
158037	2	Acquisition loop	Monitoring
158034	30	Temperature	Turbine
158042	18	Ventilation	Turbine
158039	3	Header temperature	Oil
158077	16	ABAL system	Combustion
158499	16	ABAL system	Combustion
158126	11	Out of normal range	Monitoring
158112	28	Flame	Combustion
158163	23	Resistence	Transmitter
158188	4	Unrealistic trend	Monitoring
158154	5	Speed shaft	GearBox
158216	3	Header temperature	Oil
158178	4	Unrealistic trend	Monitoring
158176	4	Unrealistic trend	Monitoring
158227	19	 Exhaust thermocouple	Turbine
158234	4	Unrealistic trend	Monitoring
158203	21	Gas	Turbine
158241	17	Primary vent	Compressor
158359	1	Vibration	Turbine
158238	4	Unrealistic trend	Monitoring
158580	25	Tank pressure	Oil
158281	23	Resistence	Transmitter
158273	9	High standard deviation	Monitoring
158268	9	High standard deviation	Monitoring
158301	21	Gas	Turbine
158313	14	Tank level	OIl
158276	9	High standard deviation	Monitoring
158320	4	Unrealistic trend	Monitoring
158340	34	Bleed	Valve
158352	27	Damage	Bearing
158357	9	High standard deviation	Monitoring
158316	9	High standard deviation	Monitoring
158314	32	Consumption	Oil
158339	9	High standard deviation	Monitoring
158345	2	Acquisition loop	Monitoring
158343	29	Fuel gas	Combustion
158331	7	Sump/Scavange	Oil
158351	2	Acquisition loop	Monitoring
158414	4	Unrealistic trend	Monitoring
158455	29	Fuel gas	Combustion
158412	4	Unrealistic trend	Monitoring
158391	30	Temperature	Turbine
158408	30	Temperature	Turbine
158477	14	Tank level	OIl
158436	26	Gas	Seal
158495	30	Temperature	Turbine
158440	9	High standard deviation	Monitoring
158415	16	ABAL system	Combustion
158503	9	High standard deviation	Monitoring
158437	19	 Exhaust thermocouple	Turbine
158474	30	Temperature	Turbine
158487	7	Sump/Scavange	Oil
158615	17	Primary vent	Compressor
158546	23	Resistence	Transmitter
158523	19	 Exhaust thermocouple	Turbine
158501	7	Sump/Scavange	Oil
158522	10	Drive end	Compressor
158494	7	Sump/Scavange	Oil
158502	10	Drive end	Compressor
158560	25	Tank pressure	Oil
158544	4	Unrealistic trend	Monitoring
158488	30	Temperature	Turbine
158497	32	Consumption	Oil
158561	25	Tank pressure	Oil
158590	9	High standard deviation	Monitoring
158575	1	Vibration	Turbine
158603	9	High standard deviation	Monitoring
158577	8	Mineral oil filter pressure	Oil
158568	25	Tank pressure	Oil
158582	8	Mineral oil filter pressure	Oil
158628	30	Temperature	Turbine
158600	21	Gas	Turbine
158578	21	Gas	Turbine
158665	30	Temperature	Turbine
158594	27	Damage	Bearing
158672	18	Ventilation	Turbine
158667	22	Filter	Air
158626	7	Sump/Scavange	Oil
158630	4	Unrealistic trend	Monitoring
158631	9	High standard deviation	Monitoring
158668	11	Out of normal range	Monitoring
158663	30	Temperature	Turbine
158637	9	High standard deviation	Monitoring
158712	26	Gas	Seal
158713	9	High standard deviation	Monitoring
158705	4	Unrealistic trend	Monitoring
158680	17	Primary vent	Compressor
158729	7	Sump/Scavange	Oil
158726	17	Primary vent	Compressor
158767	2	Acquisition loop	Monitoring
158740	30	Temperature	Turbine
158743	25	Tank pressure	Oil
158772	9	High standard deviation	Monitoring
158751	10	Drive end	Compressor
158750	9	High standard deviation	Monitoring
158776	4	Unrealistic trend	Monitoring
158854	34	Bleed	Valve
158878	20	Hydraulic oil filter pressure	Oil
158873	17	Primary vent	Compressor
158827	5	Speed shaft	GearBox
158895	4	Unrealistic trend	Monitoring
158888	21	Gas	Turbine
158869	28	Flame	Combustion
158870	7	Sump/Scavange	Oil
158872	32	Consumption	Oil
158865	7	Sump/Scavange	Oil
158970	30	Temperature	Turbine
158917	13	Lean/Lean mode	Combustion
158945	20	Hydraulic oil filter pressure	Oil
158966	2	Acquisition loop	Monitoring
158974	2	Acquisition loop	Monitoring
158977	26	Gas	Seal
158980	16	ABAL system	Combustion
158984	9	High standard deviation	Monitoring
158978	3	Header temperature	Oil
158971	4	Unrealistic trend	Monitoring
159011	2	Acquisition loop	Monitoring
159034	30	Temperature	Turbine
159052	8	Mineral oil filter pressure	Oil
159111	4	Unrealistic trend	Monitoring
159171	21	Gas	Turbine
159186	29	Fuel gas	Combustion
159183	29	Fuel gas	Combustion
159169	30	Temperature	Turbine
159107	7	Sump/Scavange	Oil
159101	17	Primary vent	Compressor
159135	7	Sump/Scavange	Oil
159190	7	Sump/Scavange	Oil
159142	23	Resistence	Transmitter
159259	19	 Exhaust thermocouple	Turbine
159191	12	Discharge temperature	Compressor
159209	22	Filter	Air
159252	9	High standard deviation	Monitoring
159215	9	High standard deviation	Monitoring
159214	21	Gas	Turbine
159219	9	High standard deviation	Monitoring
159261	29	Fuel gas	Combustion
159282	4	Unrealistic trend	Monitoring
159304	20	Hydraulic oil filter pressure	Oil
159294	24	Temperature	Bearing
159315	8	Mineral oil filter pressure	Oil
159281	29	Fuel gas	Combustion
159276	30	Temperature	Turbine
159284	9	High standard deviation	Monitoring
159280	2	Acquisition loop	Monitoring
159320	9	High standard deviation	Monitoring
159359	4	Unrealistic trend	Monitoring
159297	19	 Exhaust thermocouple	Turbine
159292	9	High standard deviation	Monitoring
159302	9	High standard deviation	Monitoring
159373	9	High standard deviation	Monitoring
159365	7	Sump/Scavange	Oil
159393	4	Unrealistic trend	Monitoring
159438	35	Supply temperature	Oil
159420	4	Unrealistic trend	Monitoring
159426	7	Sump/Scavange	Oil
159387	9	High standard deviation	Monitoring
159457	4	Unrealistic trend	Monitoring
159434	29	Fuel gas	Combustion
159458	30	Temperature	Turbine
159452	14	Tank level	OIl
159442	30	Temperature	Turbine
159451	9	High standard deviation	Monitoring
159459	29	Fuel gas	Combustion
159471	30	Temperature	Turbine
159520	21	Gas	Turbine
159462	13	Lean/Lean mode	Combustion
159461	13	Lean/Lean mode	Combustion
159509	4	Unrealistic trend	Monitoring
159578	17	Primary vent	Compressor
159557	16	ABAL system	Combustion
159511	4	Unrealistic trend	Monitoring
159558	2	Acquisition loop	Monitoring
159582	2	Acquisition loop	Monitoring
159538	3	Header temperature	Oil
159611	21	Gas	Turbine
159561	2	Acquisition loop	Monitoring
159549	9	High standard deviation	Monitoring
159542	15	Speed	Clutch
159583	30	Temperature	Turbine
159596	30	Temperature	Turbine
159550	14	Tank level	OIl
159592	30	Temperature	Turbine
159563	16	ABAL system	Combustion
159585	4	Unrealistic trend	Monitoring
159669	20	Hydraulic oil filter pressure	Oil
159604	2	Acquisition loop	Monitoring
159649	23	Resistence	Transmitter
159656	18	Ventilation	Turbine
159657	9	High standard deviation	Monitoring
159687	4	Unrealistic trend	Monitoring
159635	30	Temperature	Turbine
159639	7	Sump/Scavange	Oil
159697	15	Speed	Clutch
159644	31	Significantly different	Monitoring
159679	4	Unrealistic trend	Monitoring
159674	32	Consumption	Oil
159703	4	Unrealistic trend	Monitoring
159701	12	Discharge temperature	Compressor
159731	4	Unrealistic trend	Monitoring
159740	22	Filter	Air
159718	4	Unrealistic trend	Monitoring
159760	26	Gas	Seal
159747	29	Fuel gas	Combustion
159766	21	Gas	Turbine
159733	9	High standard deviation	Monitoring
159751	21	Gas	Turbine
159754	26	Gas	Seal
159797	4	Unrealistic trend	Monitoring
159774	3	Header temperature	Oil
159782	16	ABAL system	Combustion
159780	25	Tank pressure	Oil
159767	23	Resistence	Transmitter
159805	9	High standard deviation	Monitoring
159785	25	Tank pressure	Oil
159790	26	Gas	Seal
159799	29	Fuel gas	Combustion
159798	7	Sump/Scavange	Oil
159804	21	Gas	Turbine
159845	30	Temperature	Turbine
159801	18	Ventilation	Turbine
159837	1	Vibration	Turbine
159846	25	Tank pressure	Oil
159848	10	Drive end	Compressor
159851	9	High standard deviation	Monitoring
